spm,svar
"Hei, Virksomhetssertifikatet vårt utgår, og vi har bestilt fornyelse av eksisterende virksomhetssertifikat fra Buypass.Trenger litt info om hva som må gjøres. Må vel gjøres oppdatering av sertifikat hos dere og på vårt integrasjonspunkt? Vi har fått to sertifikater fra Buypass; Sertifikat 1 - sertifikatet med bruksområde: Autentisering, Kryptering Sertifikat 2 - sertifikatet med bruksområde: Signering","Hei, Dere må sende oss public delen som .cer format i ein zippet fil. Her er link som beskriver dette  https://docs.digdir.no/docs/eFormidling/installasjon/forberede_installasjon#tilgjengeliggj%C3%B8re-virksomhetssertifikatet-i-eformidlings-sertifikatkatalog"
"Blir det noe nedetid på tjenesten? Jeg må vel også endre på integrasjonspunktet? Kan dere sende noe info om hvordan det gjøres? Jeg er dessverre ikke gjort dette før, så trenger litt hjelp","Her er info: https://docs.digdir.no/docs/eFormidling/installasjon/forberede_installasjon#tilgjengeliggj%C3%B8re-virksomhetssertifikatet-for-virksomhetens-integrasjonspunkt Og her er meir intruksar: Når du mottar virksomhetssertifikatet(p12-format) fra Buypass eller Commfides får du det i 2 eller 3 deler, samt tilhørende passord. Det som skal brukes er autentiseringsdelen. Sertifikatet må legges inn i en JKS (Java Key Store) og det gjøres slik: Åpne Key Store Explorer. Trykk ‘File’ og ‘Open’. Naviger til der sertifikatet ligger og åpne. Trykk ‘Tools’ og så ‘Change KeyStore type’. Velg JKS.Trykk ‘File’ og ‘Save As’. Lagre filen som navn.jks. Eksempel: MinKeystore.jks Sjekk at filen er lagret som .JKS, ikke .KS! Vi anbefaler at dere beholder passordet som kom med sertifikatet.Du får gi beskjed når vi skal skifte, kan ta det om kvelden for den del, det blir nedetid da du må restarte integrasjons punktet"
"Hei!I forbindelse med at all OIDC-trafikk på gammel plattform blir flyttet over til nye ID-porten 21.11.23, prøver vi å være litt føre var og se eventuelle problemer som kan oppstå i forkant av flyttingen. Og hva tiltak vi må eventuelt må gjøre.Når vi forsøker å skru nåværende OIDC-konfigurasjon mot https://idporten.no får vi en feilmelding fra IdentityModel som er det OIDC-sertifiserte rammeverket vi bruker:System.InvalidOperationException: Error loading discovery document: Endpoint is on a different host than authority: https://login.idporten.no/authorize  at IdentityModel.OidcClient.OidcClient.EnsureProviderInformationAsyncDette kan jeg løse ved å ignorere valideringen av endepunkter.  Men jeg er usikker på hva det er som egentlig forårsaker den meldingen. Det jeg er redd for, er at klienter som bruker OIDC-konfigurasjon skrudd mot https://oidc.difi.no/idporten-oidc-provider vil få samme feilmelding når dere flytter trafikken fra gammel plattform over på ny. Kan dere bekrefte eller avkrefte dette?","Hei,Det ser ut som problemet er at /authorize endepunktet ligger på login.idporten.no, men selve provideren vår ligger på idporten.no . Du bør nok ignorere denne valideringen i dette tilfellet"
"Hei, Vi har søkt og gjennomført alle stegene for å få tilgang til å konsumere API-et for tekniske kjøretøyopplysninger, men har fortsatt problemer med konfigurasjon i samarbeidsportalen. Kunne dere se over dette?","Hei. Ut i fra hva du skriver så virker det som dere prøver å konsumere fra vegvesenets api? Kan der være dere ikke har fått tilgang til scopet til vegvesenet, at det er problemet? I så fall må dere kontakte de og be om tilgang"
"Hello I’m currently looking into how to submit VAT return for Norway via Altinn for a client. I’ve reviewed much of the documentation available online and have one main query regarding the process. In order to validate and ultimately submit the VAT return, a token must first be obtained. I understand this must be done via a registered user with the appropriate role for the organisation. I also see the concept of using refresh tokens to simplify the authentication process and limit how often the user would have to login to ID-Porten was due to be implemented in 2021 but I’ve not been able to find any documentation on this. Can you confirm that refresh token authentication is now available for Altinn? ThanksDavid David MulhernWorkday Managing Consultant, Professional Services Alight Solutions  m +44 7834 857491t +44 207 509 5874david.mulhern@alight.comalight.com  Alight Solutions Europe Limited, Registered in England & Wales. Registered No. 10612354. Registered Office - C/O Corporation Service Company (UK) Limited, 5 Churchill Place, 10th Floor, London, E14 5HU.The information contained in this e-mail and any accompanying documents may contain information that is confidential or otherwise protected from disclosure. If you are not the intended recipient of this message, or if this message has been addressed to you in error, please immediately alert the sender by reply e-mail and then delete this message, including any attachments. Any dissemination, distribution or other use of the contents of this message by anyone other than the intended recipient is strictly prohibited. All messages sent to and from this e-mail address may be monitored as permitted by applicable law and regulations to ensure compliance with our internal policies and to protect our business. E-mails are not secure and cannot be guaranteed to be error free as they can be intercepted, amended, lost or destroyed, or contain viruses. You are deemed to have accepted these risks if you communicate with us by e-mail.For further information regarding Alight’s data privacy practices, please see Alight’s Data Privacy Statement http://alightsolutions.com/privacy/","Hello. We support refresh_token. There is not a lot of documentation on it, but you can read some here: https://docs.digdir.no/docs/idporten/oidc/oidc_guide_idporten.html (only in norwegian)"
"Hei, Vi får plutselig ikke utstedt tokens fra maskinporten i test lenger. Benytter test.maskinporten.no. Feilmld: System.Net.Http.HttpRequestException: An error occurred while sending the request.\r\n ---> System.IO.IOException: Unable to read data from the transport connection: An existing connection was forcibly closed by the remote host..\r\n ---> System.Net.Sockets.SocketException (10054): An existing connection was forcibly closed by the remote host.” Har dere problemer med maskinporten? ""","Hei. Me held på med vedlikehold på testmiljø, og det kan vera ustabilitet heile dagen. Følg med / les meir på https://testmiljo.status.digdir.no/"
"Hei,Vi får feilmelding når vi nå forsøker å generere tokens for tjenestene vi har via dere: <h1>Cannot Connect</h1> The proxy could not connect to the destination. This is usually due to a network connection error to the site, or the site is down.<br/> <br/> Dette gjelder både klient b514f9d2-1cb5-4b0e-905c-8d373ea7057b og mp_810842822_losoreHar dere problemer på deres side?","Hei.Me held på med vedlikehold på testmiljø, og det kan vera ustabilitet heile dagen.Følg med / les meir på https://testmiljo.status.digdir.no/"
"Hi,I'm trying to migrate our test system to your new solution but it appears it is currently offline. I'm met with a connection timeout from your metadata endpointhttps://test.idporten.no/.well-known/openid-configurationDo you have a status page for test like the one you have for production?",Hello. We are having some maintanance done in our test-environment. Follow status on https://testmiljo.status.digdir.no/
"Hei  Jeg forstår det slik at eSignering er for håndtering av dokumenter som innbygger må signere. Kan man bruke samme løsning for signering når kommunen selv mottar noe de må signere? Hvis ikke, har dere en løsning for digital signatur for kommunene/virksomhetene?,Hei, Det kan ikke sendes signeringsoppdrag til organisasjonsnummer, men man kan signere på vegne av en virksomhet. Informasjon finner dere her https://signering-docs.readthedocs.io/en/latest/client-integration/portal-flow.html#adressing-the-signer Klikk på fanen HTTP og så på fanen :On behalf of",
"Hei,Er nødt til å stille litt dumme spm her, men regner med at Lunner kommune må gjøre en jobb her i forbindelse med flytting av ID-porten?Når jeg logger meg inn i Samarbeidsportalen ser jeg flere integrasjoner som er koblet opp mot ID-porten.Kan dere bekrefte dette? Jeg syns noen ganger det er vanskelig og vite om det er vi som håndterer endringene, eller leverandørene som ID-porten er koblet til.","Hei, hvis dere har levrandør knyttet til alle ID-Porten integrasjonane, så de treng ikkje foreta dykk noko her. For meir info må de eventuelt ta kontakt med leverandør."
Hei Problemer med KS FIKS mot Acos Websak Mangler integrasjon til Websak i samarbeidsportalen.Kan dere veilede meg. Har for øvrig ikke tilgang til å opprette ny integrasjon. Har jeg tilgang til «scope» som heter KS FIKS?,Hei. For tilgang til å opprette integrasjonar i prod treng nokre rettighetar i Altinn: https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web.html#tilgang-i-produksjonsmilj%C3%B8
"i har opprettet en API-klient, og prøver å benytte denne mot nytt idporten-miljø (test.idporten.no) Vi vil utføre et brukerspesifikt KRR-oppslag, og har derfor lagt til scopet user/kontaktinformasjon.read"", men får følgende feil på authorization-redirect: Scope user/kontaktinformasjon.read is not registered with the authorization server Dette har fungert fint i gammelt testmiljø. Skal ikke dette være på plass også i nytt miljø?""",Det er opprettet nye scopes for brukerspesifikt oppslag (brukerstyrt datadeling). De nye har prefiks krr: og finnes her: https://docs.digdir.no/docs/Kontaktregisteret/Brukerspesifikt-oppslag_rest#bruk-av-oauth2
"Hei,Vi trenger en test bruker for å teste sending av ny mva melding fra våre ERP-løsning (D365 Finance & Operations). Vi trenger å opprette et integrasjonspunkt.Er det noe som du kan hjelpe oss?",Hei. De finn info om testbrukarar her: https://docs.digdir.no/docs/idporten/idporten/idporten_testbrukere Merk at de må nok vera i kontakt med Skatt og Altinn (TT02) i og med at testbrukarane treng visse rettigheter for å få lov å levera MVA-melding i test.
"Hei! Vi har integrasjon mot eSignering i vårt sakarkivsystem, og i går fikk vi i retur en signeringsjobb (SignSessionId fbb51c41-e738-4f10-9000-cb347029520d) med JobStatus «FAILED» og SignStatus «CONTACT_INFORMATION_MISSING». Etter å ha sett litt på metadataen kan jeg ikke finne noe galt med forsendelsen, men jeg ser at mottakeren av signeringsjobben er født 25.10.2007 og dermed er 15 år gammel. To spørsmål til dere:Hva betyr det vanligvis når man får feilmeldinga «CONTACT_INFORMATION_MISSING»?Er det noen kontroll på eller krav til alderen for signatarer i Postens signeringsløsning? Takk for tiden","jeg mistenker at vedkommende ikke har brukt ID-porten før, og har derfor ingen kontaktinformasjon registrert i KRR. Jeg kan sjekke dette om dere sender fullt fødselsnummer på vedkommende på til meg."
Er det noen kontroll på eller krav til alderen for signatarer i Postens signeringsløsning?,"ingen krav om alder, kun at vedkommende har elektronisk ID."
"Hei Vi har fått tilbud fra Acos som innebærer en etableringskostnad og en årlig kostnad. Oversiktlig og greit.I tillegg kommer priser relatert til signeringstjenesten til digdir.   Dette er en kostander jeg må melde inn i budsjettsammenheng, og av den grunn trenger jeg riktig kunnskap om prismodell. Kostnader hos Digdir:Har vært inne på siden https://samarbeid.digdir.no/esignering/kostnadsmodell-esignering/103 for å få en oversikt. Etableringskostnad, kr. 20.000,-. Brukspris, kr. 1,72 pr signeringBestående av elementenePris pr signeringTillegg for autentisert signeringSignering ved autentisering i ID-portenInnlogging signeringsportalenTilleggskostnad ved dokumenter, kr.  5 – 10 kr. pr. sending.Bestående av elementeneMultidokumentStore dokumenter (>3 – 10 Mb). Oppsummert: Alt fra 1,72 – 11,72 pr sending. Dette er slik oppfatter jeg tabellen.Praktisk tilnærmingNår det signeres et digitalt skjema, og skjemaet har felter for utfylling. Ingen vedlegg nødvendig. Vil dette gå inn under et signeringsoppdrag kr, 1,72?  Er det andre elementer jeg ikke har nevnt her som vi må ta høyde for?","Når det signeres et digitalt skjema, og skjemaet har felter for utfylling. Ingen vedlegg nødvendig. Dette vil gå inn under et signeringsoppdrag kr, 1,72 så lenge dokumentet ikke er over 3mb eller er et multidokument. 95% av alle signeringsjobber er under 3mb. Av andre elemter som man kanskjemå ta høyde for finnes opsjonar som kan vare aktuelle. For eks. langtidslagring og preservering, men dette er jo valgfri opsjon. Evt pris på sms-varsling dersom dette er valgt."
"Hei, Vi oppdaget raskt etter produksjonssetting at tjenesten vår ikke mottok fødselsnummeret til personen som logget inn.  Vi rullet derfor tilbake for å gjøre mer testing.  Imidlertid får vi nå invalid request ved forsøk på pålogging med ny ID-porten.  invalid_request (traceId=58cdc18cc0205e6a433b658f97911d6d) Kan noen hos dere bistå oss?","hei, Det er truleg localhost lenke som gir feil her."
Så man kan ikke bruke localhost i callback urls i prod miljø?,"Nei, det er ikkje lengre mulig."
"Hei,Jeg lurer på om dere fortsatt skal støtte testpersoner fra TestPreg i deres nye testmiljø, ikke sant?",Hei.Kjenner ikkje til TestPreg.
"Hei!Eg sender dykk denne e-posten då det står på Posten si side at det er dykkar kundeservice som skal kontaktast.https://signering.posten.no/hjelp/signere Eg har sendt eitt dokument med eSignering til meg sjølv frå Øygarden kommune sitt sak- og arkivsystem WebSak for å sjekke at SMS-varslinga fungerer.Eg haka av i boksen for SMS-varsling ved sending av dokumentet.Men eg har ikkje motteke noko SMS-varsling, og det er gått meir enn 2 døgn sidan eg sende dokumentet.Spørsmålet mitt er da om det er ein forklaring på kvifor eg ikkje er blitt varsla på SMS?Eg tenkjer at om eg ikkje får varsel, så kan det hende at det er fleire som heller ikkje mottar varsel.Har sjekka i kontakt- og reservasjonsregisteret at mobilnummeret mitt er riktig.","Hei.Her er dokumentasjonen på varsling for eSignering: https://signering-docs.readthedocs.io/en/latest/varsler-til-undertegner.html Som du ser forsøker ei å unngå SMS og heller sende e-post så langt det går, men vil tru du får ein påminning på SMS når det er to dagar igjen til fristen går ut."
Heia! Vi gjører en utprøvning av fiskeridirektoratets NYTEK-API for innlevering av anleggssertifikat og ønsker tilgang / token til dette system. Vi har kommet så langt at vi nå får kontakt med API:et men nå må vi ha tilgang inn i systemet med en «token». Kan dere sette opp en bruker til oss? Sånn av vi kommer oss videre i testingen? Eller må det være en bruker per person? For testen holder det fint med en bruker.,"Hei. For å søke om tilgang til våre fellesløysingar må de gå til https://samarbeid.digdir.no/- Velge fellesløysinga de ønsker ta i bruk- Sende inn søknadsskjema. Me vil då vurdere søknaden de sender inn, og eventuelt gje tilgang til Samarbeidsportalen."
